1/12/2021 7:32:02 PM|Quizzame|ROUND 1|Question 1 |ID:159  |Correct:E  |Keypad:4 |Name:Captain Mat  |Pressed:A  |Seconds:0.91  |Question Points:-470  |Total:0
1/12/2021 8:10:41 PM|Quizzame|ROUND 2|Question 8| ID:15705  |Correct:D  |Keypad:17 |Name:Bridgeway Boys  |Pressed:D  |Seconds:7.46  |Question Points:1501  |Total:4537
1/12/2021 8:10:42 PM|Quizzame|ROUND 2|Question 8 |ID:15705  |Correct:D  |Keypad:12 |Name:It'sMyBirthday!  |Pressed:A  |Seconds:8.53  |Question Points:-328  |Total:3762
1/12/2021 8:10:46 PM|Quizzame|ROUND 2|Question 8 |ID:15705  |Correct:D  |Keypad:5 |Name:Zero for One  |Pressed:E  |Seconds:12.75  |Question Points:-23.8  |Total:1712
1/12/2021 8:10:48 PM|Quizzame|ROUND 2|Question 8 |ID:15705  |Correct:D  |Keypad:16 |Name:Thirsty Camels  |Pressed:E  |Seconds:14.81  |Question Points:-0.34  |Total:889
1/12/2021 8:11:28 PM|Quizzame|ROUND 2|Question 9| ID:13439  |Correct:D  |Keypad:12 |Name:It'sMyBirthday!  |Pressed:D  |Seconds:1.51  |Question Points:899  |Total:4333
1/12/2021 8:11:35 PM|Quizzame|ROUND 2|Question 9 |ID:13439  |Correct:D  |Keypad:17 |Name:Bridgeway Boys  |Pressed:B  |Seconds:9.11  |Question Points:-99.5  |Total:4537
1/12/2021 8:11:37 PM|Quizzame|ROUND 2|Question 9 |ID:13439  |Correct:D  |Keypad:3 |Name:Deadly Treadlies  |Pressed:E  |Seconds:11.02  |Question Points:-136  |Total:6233
1/12/2021 8:11:40 PM|Quizzame|ROUND 2|Question 9 |ID:13439  |Correct:D  |Keypad:15 |Name:Ale  |Pressed:A  |Seconds:13.58  |Question Points:-5.2  |Total:2113
1/12/2021 8:11:40 PM|Quizzame|ROUND 2|Question 9 |ID:13439  |Correct:D  |Keypad:7 |Name:GHS  |Pressed:C  |Seconds:13.3  |Question Points:-12.2  |Total:4444
1/12/2021 8:11:41 PM|Quizzame|ROUND 2|Question 9 |ID:13439  |Correct:D  |Keypad:16 |Name:Thirsty Camels  |Pressed:B  |Seconds:14.99  |Question Points:-0.05  |Total:889
1/12/2021 8:12:13 PM|Quizzame|ROUND 2|Question 10| ID:11423  |Correct:D  |Keypad:6 |Name:ETC  |Pressed:D  |Seconds:1.45  |Question Points:903  |Total:6409
1/12/2021 8:12:13 PM|Quizzame|ROUND 2|Question 10| ID:11423  |Correct:D  |Keypad:12 |Name:It'sMyBirthday!  |Pressed:D  |Seconds:1.77  |Question Points:881  |Total:5214
1/12/2021 8:12:13 PM|Quizzame|ROUND 2|Question 10| ID:11423  |Correct:D  |Keypad:7 |Name:GHS  |Pressed:D  |Seconds:2.31  |Question Points:845  |Total:5277
1/12/2021 8:12:13 PM|Quizzame|ROUND 2|Question 10| ID:11423  |Correct:D  |Keypad:17 |Name:Bridgeway Boys  |Pressed:D  |Seconds:2.13  |Question Points:857  |Total:5295
1/12/2021 8:12:14 PM|Quizzame|ROUND 2|Question 10| ID:11423  |Correct:D  |Keypad:3 |Name:Deadly Treadlies  |Pressed:D  |Seconds:2.61  |Question Points:825  |Total:6922
1/12/2021 8:12:16 PM|Quizzame|ROUND 2|Question 10| ID:11423  |Correct:D  |Keypad:4 |Name:Captain Mat  |Pressed:D  |Seconds:4.65  |Question Points:688  |Total:1954
1/12/2021 8:12:18 PM|Quizzame|ROUND 2|Question 10 |ID:11423  |Correct:D  |Keypad:16 |Name:Thirsty Camels  |Pressed:E  |Seconds:6.99  |Question Points:-2.69  |Total:889
1/12/2021 8:12:18 PM|Quizzame|ROUND 2|Question 10 |ID:11423  |Correct:D  |Keypad:15 |Name:Ale  |Pressed:B  |Seconds:7.15  |Question Points:-26.4  |Total:2108
1/12/2021 8:13:21 PM|Quizzame|ROUND 2|Question 11| ID:10096  |Correct:D  |Keypad:6 |Name:ETC  |Pressed:D  |Seconds:1.48  |Question Points:2703  |Total:9112
1/12/2021 8:13:22 PM|Quizzame|ROUND 2|Question 11 |ID:10096  |Correct:D  |Keypad:15 |Name:Ale  |Pressed:A  |Seconds:2.51  |Question Points:-125.2  |Total:2082
1/12/2021 8:13:23 PM|Quizzame|ROUND 2|Question 11| ID:10096  |Correct:D  |Keypad:4 |Name:Captain Mat  |Pressed:D  |Seconds:3.09  |Question Points:2379  |Total:4333
1/12/2021 8:13:24 PM|Quizzame|ROUND 2|Question 11 |ID:10096  |Correct:D  |Keypad:10 |Name:Menace to Sobriety  |Pressed:A  |Seconds:4.18  |Question Points:-217.2  |Total:3830
1/12/2021 8:13:28 PM|Quizzame|ROUND 2|Question 11| ID:10096  |Correct:D  |Keypad:16 |Name:Thirsty Camels  |Pressed:D  |Seconds:7.82  |Question Points:1428  |Total:2314
1/12/2021 8:13:28 PM|Quizzame|ROUND 2|Question 11 |ID:10096  |Correct:D  |Keypad:3 |Name:Deadly Treadlies  |Pressed:B  |Seconds:7.94  |Question Points:-714  |Total:6922
1/12/2021 8:13:28 PM|Quizzame|ROUND 2|Question 11| ID:10096  |Correct:D  |Keypad:7 |Name:GHS  |Pressed:D  |Seconds:8.56  |Question Points:1279  |Total:6556
1/12/2021 8:13:29 PM|Quizzame|ROUND 2|Question 11| ID:10096  |Correct:D  |Keypad:17 |Name:Bridgeway Boys  |Pressed:D  |Seconds:9.07  |Question Points:1177  |Total:6472
1/12/2021 8:13:34 PM|Quizzame|ROUND 2|Question 11 |ID:10096  |Correct:D  |Keypad:12 |Name:It'sMyBirthday!  |Pressed:C  |Seconds:13.92  |Question Points:-24.4  |Total:5214
1/12/2021 8:13:35 PM|Quizzame|ROUND 2|Question 11 |ID:10096  |Correct:D  |Keypad:5 |Name:Zero for One  |Pressed:E  |Seconds:15.16  |Question Points:0  |Total:1688
1/12/2021 8:14:31 PM|Quizzame|ROUND 2|Question 12| ID:76  |Correct:C  |Keypad:6 |Name:ETC  |Pressed:C  |Seconds:1.88  |Question Points:874  |Total:9986
1/12/2021 8:14:31 PM|Quizzame|ROUND 2|Question 12| ID:76  |Correct:C  |Keypad:15 |Name:Ale  |Pressed:C  |Seconds:1.82  |Question Points:878  |Total:2835
1/12/2021 8:14:31 PM|Quizzame|ROUND 2|Question 12| ID:76  |Correct:C  |Keypad:10 |Name:Menace to Sobriety  |Pressed:C  |Seconds:1.74  |Question Points:883  |Total:4496
1/12/2021 8:14:32 PM|Quizzame|ROUND 2|Question 12| ID:76  |Correct:C  |Keypad:4 |Name:Captain Mat  |Pressed:C  |Seconds:1.83  |Question Points:877  |Total:5210
1/12/2021 8:14:32 PM|Quizzame|ROUND 2|Question 12| ID:76  |Correct:C  |Keypad:5 |Name:Zero for One  |Pressed:C  |Seconds:1.81  |Question Points:879  |Total:2567
1/12/2021 8:14:32 PM|Quizzame|ROUND 2|Question 12 |ID:76  |Correct:C  |Keypad:12 |Name:It'sMyBirthday!  |Pressed:A  |Seconds:2.46  |Question Points:-83.8  |Total:5190
1/12/2021 8:14:32 PM|Quizzame|ROUND 2|Question 12| ID:76  |Correct:C  |Keypad:7 |Name:GHS  |Pressed:C  |Seconds:2.4  |Question Points:839  |Total:7395
1/12/2021 8:14:33 PM|Quizzame|ROUND 2|Question 12| ID:76  |Correct:C  |Keypad:17 |Name:Bridgeway Boys  |Pressed:C  |Seconds:2.75  |Question Points:816  |Total:7288
1/12/2021 8:14:33 PM|Quizzame|ROUND 2|Question 12| ID:76  |Correct:C  |Keypad:3 |Name:Deadly Treadlies  |Pressed:C  |Seconds:3.24  |Question Points:783  |Total:6991
1/12/2021 8:14:34 PM|Quizzame|ROUND 2|Question 12| ID:76  |Correct:C  |Keypad:16 |Name:Thirsty Camels  |Pressed:C  |Seconds:3.93  |Question Points:737  |Total:3051
1/12/2021 8:27:21 PM|Quizzame|ROUND 3A - NO colour sequence|Question 1| ID:10762  |Correct:C  |Keypad:7 |Name:GHS  |Pressed:C  |Seconds:1.17  |Question Points:922  |Total:922
1/12/2021 8:27:21 PM|Quizzame|ROUND 3A - NO colour sequence|Question 1 |ID:10762  |Correct:C  |Keypad:12 |Name:It'sMyBirthday!  |Pressed:D  |Seconds:1.03  |Question Points:-466  |Total:0
1/12/2021 8:27:22 PM|Quizzame|ROUND 3A - NO colour sequence|Question 1| ID:10762  |Correct:C  |Keypad:5 |Name:Zero for One  |Pressed:C  |Seconds:1.49  |Question Points:900  |Total:900
1/12/2021 8:27:22 PM|Quizzame|ROUND 3A - NO colour sequence|Question 1| ID:10762  |Correct:C  |Keypad:6 |Name:ETC  |Pressed:C  |Seconds:1.09  |Question Points:927  |Total:927
1/12/2021 8:27:22 PM|Quizzame|ROUND 3A - NO colour sequence|Question 1| ID:10762  |Correct:C  |Keypad:16 |Name:Thirsty Camels  |Pressed:C  |Seconds:1.68  |Question Points:887  |Total:887
1/12/2021 8:27:22 PM|Quizzame|ROUND 3A - NO colour sequence|Question 1| ID:10762  |Correct:C  |Keypad:10 |Name:Menace to Sobriety  |Pressed:C  |Seconds:1.74  |Question Points:883  |Total:883
1/12/2021 8:27:22 PM|Quizzame|ROUND 3A - NO colour sequence|Question 1| ID:10762  |Correct:C  |Keypad:4 |Name:Captain Mat  |Pressed:C  |Seconds:1.71  |Question Points:885  |Total:885
1/12/2021 8:27:22 PM|Quizzame|ROUND 3A - NO colour sequence|Question 1| ID:10762  |Correct:C  |Keypad:3 |Name:Deadly Treadlies  |Pressed:C  |Seconds:2.1  |Question Points:859  |Total:859
1/12/2021 8:27:22 PM|Quizzame|ROUND 3A - NO colour sequence|Question 1| ID:10762  |Correct:C  |Keypad:15 |Name:Ale  |Pressed:C  |Seconds:1.86  |Question Points:875  |Total:875
1/12/2021 8:27:22 PM|Quizzame|ROUND 3A - NO colour sequence|Question 1| ID:10762  |Correct:C  |Keypad:17 |Name:Bridgeway Boys  |Pressed:C  |Seconds:2.02  |Question Points:865  |Total:865
1/12/2021 8:28:03 PM|Quizzame|ROUND 3A - NO colour sequence|Question 2| ID:16311  |Correct:D  |Keypad:7 |Name:GHS  |Pressed:D  |Seconds:2.78  |Question Points:814  |Total:1736
1/12/2021 8:28:06 PM|Quizzame|ROUND 3A - NO colour sequence|Question 2 |ID:16311  |Correct:D  |Keypad:17 |Name:Bridgeway Boys  |Pressed:A  |Seconds:5.31  |Question Points:-32.5  |Total:865
1/12/2021 8:28:10 PM|Quizzame|ROUND 3A - NO colour sequence|Question 2 |ID:16311  |Correct:D  |Keypad:5 |Name:Zero for One  |Pressed:C  |Seconds:9.69  |Question Points:-90  |Total:900
1/12/2021 8:28:11 PM|Quizzame|ROUND 3A - NO colour sequence|Question 2 |ID:16311  |Correct:D  |Keypad:16 |Name:Thirsty Camels  |Pressed:A  |Seconds:9.98  |Question Points:-34.2  |Total:887
1/12/2021 8:28:12 PM|Quizzame|ROUND 3A - NO colour sequence|Question 2| ID:16311  |Correct:D  |Keypad:12 |Name:It'sMyBirthday!  |Pressed:D  |Seconds:11.68  |Question Points:217  |Total:-249
1/12/2021 8:28:12 PM|Quizzame|ROUND 3A - NO colour sequence|Question 2 |ID:16311  |Correct:D  |Keypad:4 |Name:Captain Mat  |Pressed:B  |Seconds:11.66  |Question Points:-23  |Total:885
1/12/2021 8:28:13 PM|Quizzame|ROUND 3A - NO colour sequence|Question 2 |ID:16311  |Correct:D  |Keypad:3 |Name:Deadly Treadlies  |Pressed:A  |Seconds:12.06  |Question Points:-10.2  |Total:859
1/12/2021 8:28:14 PM|Quizzame|ROUND 3A - NO colour sequence|Question 2 |ID:16311  |Correct:D  |Keypad:15 |Name:Ale  |Pressed:B  |Seconds:13.34  |Question Points:-6  |Total:875
1/12/2021 8:29:21 PM|Quizzame|ROUND 3A - NO colour sequence|Question 3 |ID:17811  |Correct:ABDCE  |Keypad:3 |Name:Deadly Treadlies  |Tasti:AABBD  |Seconds:21.74  |Question Points:-19.6  |Total:849
1/12/2021 8:29:21 PM|Quizzame|ROUND 3A - NO colour sequence|Question 3| ID:17811  |Correct:ABDCE  |Keypad:4 |Name:Captain Mat  |Tasti:ABDCE  |Seconds:24.89  |Question Points:13  |Total:875
1/12/2021 8:29:21 PM|Quizzame|ROUND 3A - NO colour sequence|Question 3| ID:17811  |Correct:ABDCE  |Keypad:5 |Name:Zero for One  |Tasti:ABDCE  |Seconds:21.74  |Question Points:391  |Total:1201
1/12/2021 8:29:21 PM|Quizzame|ROUND 3A - NO colour sequence|Question 3 |ID:17811  |Correct:ABDCE  |Keypad:6 |Name:ETC  |Tasti:A  |Seconds:24.1  |Question Points:-27  |Total:927
1/12/2021 8:29:21 PM|Quizzame|ROUND 3A - NO colour sequence|Question 3| ID:17811  |Correct:ABDCE  |Keypad:7 |Name:GHS  |Tasti:ABDCE  |Seconds:11.96  |Question Points:1565  |Total:3301
1/12/2021 8:29:21 PM|Quizzame|ROUND 3A - NO colour sequence|Question 3| ID:17811  |Correct:ABDCE  |Keypad:12 |Name:It'sMyBirthday!  |Tasti:ABDCE  |Seconds:17.35  |Question Points:918  |Total:669
1/12/2021 8:29:21 PM|Quizzame|ROUND 3A - NO colour sequence|Question 3 |ID:17811  |Correct:ABDCE  |Keypad:15 |Name:Ale  |Tasti:ACBDE  |Seconds:20.79  |Question Points:-50.6  |Total:869
1/12/2021 8:29:21 PM|Quizzame|ROUND 3A - NO colour sequence|Question 3 |ID:17811  |Correct:ABDCE  |Keypad:16 |Name:Thirsty Camels  |Tasti:ABEDC  |Seconds:14.25  |Question Points:-129  |Total:853
1/12/2021 8:29:21 PM|Quizzame|ROUND 3A - NO colour sequence|Question 3 |ID:17811  |Correct:ABDCE  |Keypad:17 |Name:Bridgeway Boys  |Tasti:BACDE  |Seconds:19.61  |Question Points:-32.3  |Total:832
1/12/2021 8:29:51 PM|Quizzame|ROUND 3A - NO colour sequence|Question 4 |ID:9720  |Correct:C  |Keypad:15 |Name:Ale  |Pressed:A  |Seconds:4.88  |Question Points:-33.9  |Total:818
1/12/2021 8:29:54 PM|Quizzame|ROUND 3A - NO colour sequence|Question 4 |ID:9720  |Correct:C  |Keypad:16 |Name:Thirsty Camels  |Pressed:B  |Seconds:8  |Question Points:-23.6  |Total:724
1/12/2021 8:29:56 PM|Quizzame|ROUND 3A - NO colour sequence|Question 4 |ID:9720  |Correct:C  |Keypad:5 |Name:Zero for One  |Pressed:A  |Seconds:9.75  |Question Points:-89  |Total:1201
1/12/2021 8:29:56 PM|Quizzame|ROUND 3A - NO colour sequence|Question 4 |ID:9720  |Correct:C  |Keypad:10 |Name:Menace to Sobriety  |Pressed:A  |Seconds:9.99  |Question Points:-34  |Total:883
1/12/2021 8:29:58 PM|Quizzame|ROUND 3A - NO colour sequence|Question 4 |ID:9720  |Correct:C  |Keypad:17 |Name:Bridgeway Boys  |Pressed:D  |Seconds:11.67  |Question Points:-11.5  |Total:800
1/12/2021 8:29:59 PM|Quizzame|ROUND 3A - NO colour sequence|Question 4 |ID:9720  |Correct:C  |Keypad:3 |Name:Deadly Treadlies  |Pressed:E  |Seconds:12.72  |Question Points:-16  |Total:829
1/12/2021 8:30:01 PM|Quizzame|ROUND 3A - NO colour sequence|Question 4 |ID:9720  |Correct:C  |Keypad:12 |Name:It'sMyBirthday!  |Pressed:B  |Seconds:15.16  |Question Points:0  |Total:669
1/12/2021 8:30:43 PM|Quizzame|ROUND 3A - NO colour sequence|Question 5| ID:9117  |Correct:C  |Keypad:6 |Name:ETC  |Pressed:C  |Seconds:1.28  |Question Points:2743  |Total:3643
1/12/2021 8:30:44 PM|Quizzame|ROUND 3A - NO colour sequence|Question 5| ID:9117  |Correct:C  |Keypad:5 |Name:Zero for One  |Pressed:C  |Seconds:1.41  |Question Points:2717  |Total:3829
1/12/2021 8:30:44 PM|Quizzame|ROUND 3A - NO colour sequence|Question 5| ID:9117  |Correct:C  |Keypad:16 |Name:Thirsty Camels  |Pressed:C  |Seconds:1.57  |Question Points:2684  |Total:3384
1/12/2021 8:30:44 PM|Quizzame|ROUND 3A - NO colour sequence|Question 5| ID:9117  |Correct:C  |Keypad:4 |Name:Captain Mat  |Pressed:C  |Seconds:1.81  |Question Points:2636  |Total:3511
1/12/2021 8:30:44 PM|Quizzame|ROUND 3A - NO colour sequence|Question 5| ID:9117  |Correct:C  |Keypad:3 |Name:Deadly Treadlies  |Pressed:C  |Seconds:1.77  |Question Points:2644  |Total:3457
1/12/2021 8:30:44 PM|Quizzame|ROUND 3A - NO colour sequence|Question 5| ID:9117  |Correct:C  |Keypad:17 |Name:Bridgeway Boys  |Pressed:C  |Seconds:2.19  |Question Points:2560  |Total:3348
1/12/2021 8:30:44 PM|Quizzame|ROUND 3A - NO colour sequence|Question 5| ID:9117  |Correct:C  |Keypad:7 |Name:GHS  |Pressed:C  |Seconds:2.23  |Question Points:2552  |Total:5853
1/12/2021 8:30:46 PM|Quizzame|ROUND 3A - NO colour sequence|Question 5| ID:9117  |Correct:C  |Keypad:12 |Name:It'sMyBirthday!  |Pressed:C  |Seconds:3.7  |Question Points:2256  |Total:2925
1/12/2021 8:30:46 PM|Quizzame|ROUND 3A - NO colour sequence|Question 5 |ID:9117  |Correct:C  |Keypad:15 |Name:Ale  |Pressed:A  |Seconds:3.87  |Question Points:-111.7  |Total:784
1/12/2021 8:30:57 PM|Quizzame|ROUND 3A - NO colour sequence|Question 5 |ID:9117  |Correct:C  |Keypad:10 |Name:Menace to Sobriety  |Pressed:C  |Seconds:15.2  |Question Points:0  |Total:849
1/12/2021 8:31:59 PM|Quizzame|ROUND 3A - NO colour sequence|Question 6| ID:10793  |Correct:A  |Keypad:5 |Name:Zero for One  |Pressed:A  |Seconds:0.93  |Question Points:2813  |Total:6642
1/12/2021 8:31:59 PM|Quizzame|ROUND 3A - NO colour sequence|Question 6| ID:10793  |Correct:A  |Keypad:12 |Name:It'sMyBirthday!  |Pressed:A  |Seconds:0.88  |Question Points:2823  |Total:5748
1/12/2021 8:31:59 PM|Quizzame|ROUND 3A - NO colour sequence|Question 6| ID:10793  |Correct:A  |Keypad:6 |Name:ETC  |Pressed:A  |Seconds:0.99  |Question Points:2801  |Total:6444
1/12/2021 8:32:00 PM|Quizzame|ROUND 3A - NO colour sequence|Question 6| ID:10793  |Correct:A  |Keypad:3 |Name:Deadly Treadlies  |Pressed:A  |Seconds:2.09  |Question Points:2580  |Total:6037
1/12/2021 8:32:00 PM|Quizzame|ROUND 3A - NO colour sequence|Question 6| ID:10793  |Correct:A  |Keypad:7 |Name:GHS  |Pressed:A  |Seconds:2.07  |Question Points:2584  |Total:8437
1/12/2021 8:32:01 PM|Quizzame|ROUND 3A - NO colour sequence|Question 6 |ID:10793  |Correct:A  |Keypad:4 |Name:Captain Mat  |Pressed:D  |Seconds:3.45  |Question Points:-231.6  |Total:3511
1/12/2021 8:32:02 PM|Quizzame|ROUND 3A - NO colour sequence|Question 6| ID:10793  |Correct:A  |Keypad:17 |Name:Bridgeway Boys  |Pressed:A  |Seconds:4.21  |Question Points:2154  |Total:5502
1/12/2021 8:32:03 PM|Quizzame|ROUND 3A - NO colour sequence|Question 6 |ID:10793  |Correct:A  |Keypad:15 |Name:Ale  |Pressed:D  |Seconds:4.66  |Question Points:-10.39  |Total:672
1/12/2021 8:32:05 PM|Quizzame|ROUND 3A - NO colour sequence|Question 6 |ID:10793  |Correct:A  |Keypad:10 |Name:Menace to Sobriety  |Pressed:D  |Seconds:7.18  |Question Points:-78.9  |Total:849
1/12/2021 8:32:06 PM|Quizzame|ROUND 3A - NO colour sequence|Question 6| ID:10793  |Correct:A  |Keypad:16 |Name:Thirsty Camels  |Pressed:A  |Seconds:8.01  |Question Points:1390  |Total:4774
1/12/2021 8:33:11 PM|Quizzame|ROUND 3A - NO colour sequence|Question 7| ID:12160  |Correct:C  |Keypad:6 |Name:ETC  |Pressed:C  |Seconds:3.19  |Question Points:786  |Total:7230
1/12/2021 8:33:11 PM|Quizzame|ROUND 3A - NO colour sequence|Question 7| ID:12160  |Correct:C  |Keypad:15 |Name:Ale  |Pressed:C  |Seconds:3.13  |Question Points:790  |Total:1452
1/12/2021 8:33:12 PM|Quizzame|ROUND 3A - NO colour sequence|Question 7 |ID:12160  |Correct:C  |Keypad:10 |Name:Menace to Sobriety  |Pressed:D  |Seconds:4.81  |Question Points:-34.1  |Total:770
1/12/2021 8:33:13 PM|Quizzame|ROUND 3A - NO colour sequence|Question 7 |ID:12160  |Correct:C  |Keypad:17 |Name:Bridgeway Boys  |Pressed:B  |Seconds:5.6  |Question Points:-63  |Total:5502
1/12/2021 8:33:14 PM|Quizzame|ROUND 3A - NO colour sequence|Question 7| ID:12160  |Correct:C  |Keypad:7 |Name:GHS  |Pressed:C  |Seconds:6.12  |Question Points:590  |Total:9027
1/12/2021 8:33:16 PM|Quizzame|ROUND 3A - NO colour sequence|Question 7| ID:12160  |Correct:C  |Keypad:12 |Name:It'sMyBirthday!  |Pressed:C  |Seconds:7.94  |Question Points:468  |Total:6216
1/12/2021 8:33:16 PM|Quizzame|ROUND 3A - NO colour sequence|Question 7| ID:12160  |Correct:C  |Keypad:16 |Name:Thirsty Camels  |Pressed:C  |Seconds:8.47  |Question Points:433  |Total:5207
1/12/2021 8:33:21 PM|Quizzame|ROUND 3A - NO colour sequence|Question 7 |ID:12160  |Correct:C  |Keypad:3 |Name:Deadly Treadlies  |Pressed:B  |Seconds:13.59  |Question Points:-10.4  |Total:6037
1/12/2021 8:34:19 PM|Quizzame|ROUND 3A - NO colour sequence|Question 8| ID:4425  |Correct:D  |Keypad:16 |Name:Thirsty Camels  |Pressed:D  |Seconds:2.94  |Question Points:2409  |Total:7616
1/12/2021 8:34:22 PM|Quizzame|ROUND 3A - NO colour sequence|Question 8| ID:4425  |Correct:D  |Keypad:3 |Name:Deadly Treadlies  |Pressed:D  |Seconds:5.21  |Question Points:1953  |Total:7980
1/12/2021 8:34:25 PM|Quizzame|ROUND 3A - NO colour sequence|Question 8| ID:4425  |Correct:D  |Keypad:15 |Name:Ale  |Pressed:D  |Seconds:8.11  |Question Points:1370  |Total:2822
1/12/2021 8:34:26 PM|Quizzame|ROUND 3A - NO colour sequence|Question 8 |ID:4425  |Correct:D  |Keypad:7 |Name:GHS  |Pressed:C  |Seconds:8.94  |Question Points:-615  |Total:9027
1/12/2021 8:34:29 PM|Quizzame|ROUND 3A - NO colour sequence|Question 8 |ID:4425  |Correct:D  |Keypad:17 |Name:Bridgeway Boys  |Pressed:B  |Seconds:12.05  |Question Points:-61.4  |Total:5439
1/12/2021 8:34:31 PM|Quizzame|ROUND 3A - NO colour sequence|Question 8| ID:4425  |Correct:D  |Keypad:12 |Name:It'sMyBirthday!  |Pressed:D  |Seconds:14.63  |Question Points:59  |Total:6275
1/12/2021 8:34:31 PM|Quizzame|ROUND 3A - NO colour sequence|Question 8 |ID:4425  |Correct:D  |Keypad:5 |Name:Zero for One  |Pressed:E  |Seconds:14.41  |Question Points:-36.5  |Total:6642
1/12/2021 8:35:13 PM|Quizzame|ROUND 3A - NO colour sequence|Question 9| ID:15171  |Correct:E  |Keypad:6 |Name:ETC  |Pressed:E  |Seconds:1.84  |Question Points:877  |Total:8107
1/12/2021 8:35:14 PM|Quizzame|ROUND 3A - NO colour sequence|Question 9 |ID:15171  |Correct:E  |Keypad:5 |Name:Zero for One  |Pressed:D  |Seconds:2.37  |Question Points:-84.4  |Total:6606
1/12/2021 8:35:14 PM|Quizzame|ROUND 3A - NO colour sequence|Question 9| ID:15171  |Correct:E  |Keypad:15 |Name:Ale  |Pressed:E  |Seconds:2.76  |Question Points:815  |Total:3637
1/12/2021 8:35:14 PM|Quizzame|ROUND 3A - NO colour sequence|Question 9 |ID:15171  |Correct:E  |Keypad:10 |Name:Menace to Sobriety  |Pressed:D  |Seconds:2.78  |Question Points:-4.08  |Total:736
1/12/2021 8:35:17 PM|Quizzame|ROUND 3A - NO colour sequence|Question 9 |ID:15171  |Correct:E  |Keypad:17 |Name:Bridgeway Boys  |Pressed:D  |Seconds:5.73  |Question Points:-31.1  |Total:5378
1/12/2021 8:35:20 PM|Quizzame|ROUND 3A - NO colour sequence|Question 9| ID:15171  |Correct:E  |Keypad:7 |Name:GHS  |Pressed:E  |Seconds:7.99  |Question Points:465  |Total:8877
1/12/2021 8:35:21 PM|Quizzame|ROUND 3A - NO colour sequence|Question 9 |ID:15171  |Correct:E  |Keypad:3 |Name:Deadly Treadlies  |Pressed:D  |Seconds:9.7  |Question Points:-90  |Total:7980
1/12/2021 8:35:24 PM|Quizzame|ROUND 3A - NO colour sequence|Question 9| ID:15171  |Correct:E  |Keypad:4 |Name:Captain Mat  |Pressed:E  |Seconds:12.82  |Question Points:141  |Total:3420
1/12/2021 8:35:28 PM|Quizzame|ROUND 3A - NO colour sequence|Question 9 |ID:15171  |Correct:E  |Keypad:16 |Name:Thirsty Camels  |Pressed:A  |Seconds:16.15  |Question Points:0  |Total:7616
1/12/2021 8:36:12 PM|Quizzame|ROUND 3A - NO colour sequence|Question 10 |ID:11876  |Correct:C  |Keypad:15 |Name:Ale  |Pressed:E  |Seconds:3.31  |Question Points:-117.2  |Total:3637
1/12/2021 8:36:13 PM|Quizzame|ROUND 3A - NO colour sequence|Question 10| ID:11876  |Correct:C  |Keypad:6 |Name:ETC  |Pressed:C  |Seconds:4.16  |Question Points:2164  |Total:10271
1/12/2021 8:36:16 PM|Quizzame|ROUND 3A - NO colour sequence|Question 10 |ID:11876  |Correct:C  |Keypad:16 |Name:Thirsty Camels  |Pressed:D  |Seconds:6.98  |Question Points:-161.8  |Total:7616
1/12/2021 8:36:16 PM|Quizzame|ROUND 3A - NO colour sequence|Question 10 |ID:11876  |Correct:C  |Keypad:17 |Name:Bridgeway Boys  |Pressed:D  |Seconds:7.22  |Question Points:-78.5  |Total:5347
1/12/2021 8:36:19 PM|Quizzame|ROUND 3A - NO colour sequence|Question 10 |ID:11876  |Correct:C  |Keypad:3 |Name:Deadly Treadlies  |Pressed:B  |Seconds:9.98  |Question Points:-256  |Total:7890
1/12/2021 8:36:22 PM|Quizzame|ROUND 3A - NO colour sequence|Question 10 |ID:11876  |Correct:C  |Keypad:12 |Name:It'sMyBirthday!  |Pressed:D  |Seconds:12.62  |Question Points:-50.2  |Total:6275
1/12/2021 8:36:23 PM|Quizzame|ROUND 3A - NO colour sequence|Question 10| ID:11876  |Correct:C  |Keypad:5 |Name:Zero for One  |Pressed:C  |Seconds:13.85  |Question Points:216  |Total:6738
1/12/2021 8:36:24 PM|Quizzame|ROUND 3A - NO colour sequence|Question 10 |ID:11876  |Correct:C  |Keypad:10 |Name:Menace to Sobriety  |Pressed:D  |Seconds:15.55  |Question Points:0  |Total:732
1/12/2021 8:37:04 PM|Quizzame|ROUND 3A - NO colour sequence|Question 11| ID:5425  |Correct:B  |Keypad:15 |Name:Ale  |Pressed:B  |Seconds:1.12  |Question Points:888  |Total:4408
1/12/2021 8:37:04 PM|Quizzame|ROUND 3A - NO colour sequence|Question 11 |ID:5425  |Correct:B  |Keypad:5 |Name:Zero for One  |Pressed:A  |Seconds:0.93  |Question Points:-90.6  |Total:6738
1/12/2021 8:37:05 PM|Quizzame|ROUND 3A - NO colour sequence|Question 11| ID:5425  |Correct:B  |Keypad:6 |Name:ETC  |Pressed:B  |Seconds:1.46  |Question Points:854  |Total:11125
1/12/2021 8:37:06 PM|Quizzame|ROUND 3A - NO colour sequence|Question 11| ID:5425  |Correct:B  |Keypad:12 |Name:It'sMyBirthday!  |Pressed:B  |Seconds:2.15  |Question Points:785  |Total:7010
1/12/2021 8:37:06 PM|Quizzame|ROUND 3A - NO colour sequence|Question 11| ID:5425  |Correct:B  |Keypad:10 |Name:Menace to Sobriety  |Pressed:B  |Seconds:2.48  |Question Points:752  |Total:1484
