1/12/2021 7:32:02 PM|Quizzame|ROUND 1|Domanda 1 |ID:159  |Corretta:E  |Keypad:4 |Nome:Captain Mat  |Tasto:A  |Secondi:0.91  |P.ti Domanda:-470  |P.ti Totali:0
1/12/2021 8:07:01 PM|Quizzame|ROUND 2|Domanda 5| ID:1563  |Corretta:B  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:B  |Secondi:1.47  |P.ti Domanda:2705  |P.ti Totali:4154
1/12/2021 8:07:01 PM|Quizzame|ROUND 2|Domanda 5| ID:1563  |Corretta:B  |Keypad:10 |Nome:Menace to Sobriety  |Tasto:B  |Secondi:1.77  |P.ti Domanda:2644  |P.ti Totali:3981
1/12/2021 8:07:06 PM|Quizzame|ROUND 2|Domanda 5| ID:1563  |Corretta:B  |Keypad:15 |Nome:Ale  |Tasto:B  |Secondi:6.89  |P.ti Domanda:1615  |P.ti Totali:2364
1/12/2021 8:07:09 PM|Quizzame|ROUND 2|Domanda 5| ID:1563  |Corretta:B  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:B  |Secondi:9.37  |P.ti Domanda:1117  |P.ti Totali:2281
1/12/2021 8:07:10 PM|Quizzame|ROUND 2|Domanda 5 |ID:1563  |Corretta:B  |Keypad:16 |Nome:Thirsty Camels  |Tasto:A  |Secondi:10.73  |P.ti Domanda:-43.8  |P.ti Totali:935
1/12/2021 8:07:11 PM|Quizzame|ROUND 2|Domanda 5| ID:1563  |Corretta:B  |Keypad:17 |Nome:Bridgeway Boys  |Tasto:B  |Secondi:11.83  |P.ti Domanda:622  |P.ti Totali:1906
1/12/2021 8:07:12 PM|Quizzame|ROUND 2|Domanda 5| ID:1563  |Corretta:B  |Keypad:6 |Nome:ETC  |Tasto:B  |Secondi:12.7  |P.ti Domanda:447  |P.ti Totali:2069
1/12/2021 8:07:12 PM|Quizzame|ROUND 2|Domanda 5| ID:1563  |Corretta:B  |Keypad:5 |Nome:Zero for One  |Tasto:B  |Secondi:12.64  |P.ti Domanda:459  |P.ti Totali:1753
1/12/2021 8:07:13 PM|Quizzame|ROUND 2|Domanda 5 |ID:1563  |Corretta:B  |Keypad:4 |Nome:Captain Mat  |Tasto:D  |Secondi:13.1  |P.ti Domanda:-20.3  |P.ti Totali:1103
1/12/2021 8:07:45 PM|Quizzame|ROUND 2|Domanda 6| ID:11836  |Corretta:B  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:B  |Secondi:1.08  |P.ti Domanda:928  |P.ti Totali:3209
1/12/2021 8:07:46 PM|Quizzame|ROUND 2|Domanda 6| ID:11836  |Corretta:B  |Keypad:6 |Nome:ETC  |Tasto:B  |Secondi:2.08  |P.ti Domanda:861  |P.ti Totali:2930
1/12/2021 8:07:46 PM|Quizzame|ROUND 2|Domanda 6 |ID:11836  |Corretta:B  |Keypad:5 |Nome:Zero for One  |Tasto:E  |Secondi:2.87  |P.ti Domanda:-40.5  |P.ti Totali:1753
1/12/2021 8:07:46 PM|Quizzame|ROUND 2|Domanda 6| ID:11836  |Corretta:B  |Keypad:17 |Nome:Bridgeway Boys  |Tasto:B  |Secondi:2.69  |P.ti Domanda:820  |P.ti Totali:2726
1/12/2021 8:07:49 PM|Quizzame|ROUND 2|Domanda 6 |ID:11836  |Corretta:B  |Keypad:7 |Nome:GHS  |Tasto:E  |Secondi:5.08  |P.ti Domanda:-33.2  |P.ti Totali:1876
1/12/2021 8:07:51 PM|Quizzame|ROUND 2|Domanda 6| ID:11836  |Corretta:B  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:B  |Secondi:7.54  |P.ti Domanda:495  |P.ti Totali:4649
1/12/2021 8:07:54 PM|Quizzame|ROUND 2|Domanda 6 |ID:11836  |Corretta:B  |Keypad:10 |Nome:Menace to Sobriety  |Tasto:E  |Secondi:10.48  |P.ti Domanda:-77  |P.ti Totali:3981
1/12/2021 8:07:55 PM|Quizzame|ROUND 2|Domanda 6 |ID:11836  |Corretta:B  |Keypad:15 |Nome:Ale  |Tasto:A  |Secondi:11.61  |P.ti Domanda:-58.5  |P.ti Totali:2364
1/12/2021 8:09:03 PM|Quizzame|ROUND 2|Domanda 7 |ID:14534  |Corretta:A  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:E  |Secondi:5.87  |P.ti Domanda:-306  |P.ti Totali:4649
1/12/2021 8:09:03 PM|Quizzame|ROUND 2|Domanda 7| ID:14534  |Corretta:A  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:A  |Secondi:6.67  |P.ti Domanda:553  |P.ti Totali:3762
1/12/2021 8:09:06 PM|Quizzame|ROUND 2|Domanda 7 |ID:14534  |Corretta:A  |Keypad:16 |Nome:Thirsty Camels  |Tasto:C  |Secondi:8.92  |P.ti Domanda:-2.06  |P.ti Totali:891
1/12/2021 8:09:06 PM|Quizzame|ROUND 2|Domanda 7 |ID:14534  |Corretta:A  |Keypad:15 |Nome:Ale  |Tasto:C  |Secondi:9.41  |P.ti Domanda:-37.8  |P.ti Totali:2306
1/12/2021 8:09:07 PM|Quizzame|ROUND 2|Domanda 7| ID:14534  |Corretta:A  |Keypad:17 |Nome:Bridgeway Boys  |Tasto:A  |Secondi:10.3  |P.ti Domanda:310  |P.ti Totali:3036
1/12/2021 8:09:07 PM|Quizzame|ROUND 2|Domanda 7 |ID:14534  |Corretta:A  |Keypad:10 |Nome:Menace to Sobriety  |Tasto:E  |Secondi:10.65  |P.ti Domanda:-74.5  |P.ti Totali:3904
1/12/2021 8:09:07 PM|Quizzame|ROUND 2|Domanda 7 |ID:14534  |Corretta:A  |Keypad:7 |Nome:GHS  |Tasto:E  |Secondi:10.57  |P.ti Domanda:-15.1  |P.ti Totali:1843
1/12/2021 8:09:08 PM|Quizzame|ROUND 2|Domanda 7| ID:14534  |Corretta:A  |Keypad:4 |Nome:Captain Mat  |Tasto:A  |Secondi:11.02  |P.ti Domanda:262  |P.ti Totali:1345
1/12/2021 8:09:12 PM|Quizzame|ROUND 2|Domanda 7 |ID:14534  |Corretta:A  |Keypad:5 |Nome:Zero for One  |Tasto:A  |Secondi:15.14  |P.ti Domanda:0  |P.ti Totali:1712
1/12/2021 8:10:35 PM|Quizzame|ROUND 2|Domanda 8| ID:15705  |Corretta:D  |Keypad:6 |Nome:ETC  |Tasto:D  |Secondi:2.11  |P.ti Domanda:2576  |P.ti Totali:5506
1/12/2021 8:10:35 PM|Quizzame|ROUND 2|Domanda 8| ID:15705  |Corretta:D  |Keypad:7 |Nome:GHS  |Tasto:D  |Secondi:1.91  |P.ti Domanda:2616  |P.ti Totali:4444
1/12/2021 8:10:39 PM|Quizzame|ROUND 2|Domanda 8| ID:15705  |Corretta:D  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:D  |Secondi:5.52  |P.ti Domanda:1890  |P.ti Totali:6233
1/12/2021 8:10:41 PM|Quizzame|ROUND 2|Domanda 8 |ID:15705  |Corretta:D  |Keypad:15 |Nome:Ale  |Tasto:E  |Secondi:7.3  |P.ti Domanda:-155.4  |P.ti Totali:2268
1/12/2021 8:10:41 PM|Quizzame|ROUND 2|Domanda 8 |ID:15705  |Corretta:D  |Keypad:4 |Nome:Captain Mat  |Tasto:E  |Secondi:7.21  |P.ti Domanda:-78.6  |P.ti Totali:1345
1/12/2021 8:10:41 PM|Quizzame|ROUND 2|Domanda 8| ID:15705  |Corretta:D  |Keypad:17 |Nome:Bridgeway Boys  |Tasto:D  |Secondi:7.46  |P.ti Domanda:1501  |P.ti Totali:4537
1/12/2021 8:10:42 PM|Quizzame|ROUND 2|Domanda 8 |ID:15705  |Corretta:D  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:A  |Secondi:8.53  |P.ti Domanda:-328  |P.ti Totali:3762
1/12/2021 8:10:46 PM|Quizzame|ROUND 2|Domanda 8 |ID:15705  |Corretta:D  |Keypad:5 |Nome:Zero for One  |Tasto:E  |Secondi:12.75  |P.ti Domanda:-23.8  |P.ti Totali:1712
1/12/2021 8:10:48 PM|Quizzame|ROUND 2|Domanda 8 |ID:15705  |Corretta:D  |Keypad:16 |Nome:Thirsty Camels  |Tasto:E  |Secondi:14.81  |P.ti Domanda:-0.34  |P.ti Totali:889
1/12/2021 8:11:28 PM|Quizzame|ROUND 2|Domanda 9| ID:13439  |Corretta:D  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:D  |Secondi:1.51  |P.ti Domanda:899  |P.ti Totali:4333
1/12/2021 8:11:35 PM|Quizzame|ROUND 2|Domanda 9 |ID:13439  |Corretta:D  |Keypad:17 |Nome:Bridgeway Boys  |Tasto:B  |Secondi:9.11  |P.ti Domanda:-99.5  |P.ti Totali:4537
1/12/2021 8:11:37 PM|Quizzame|ROUND 2|Domanda 9 |ID:13439  |Corretta:D  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:E  |Secondi:11.02  |P.ti Domanda:-136  |P.ti Totali:6233
1/12/2021 8:11:40 PM|Quizzame|ROUND 2|Domanda 9 |ID:13439  |Corretta:D  |Keypad:15 |Nome:Ale  |Tasto:A  |Secondi:13.58  |P.ti Domanda:-5.2  |P.ti Totali:2113
1/12/2021 8:11:40 PM|Quizzame|ROUND 2|Domanda 9 |ID:13439  |Corretta:D  |Keypad:7 |Nome:GHS  |Tasto:C  |Secondi:13.3  |P.ti Domanda:-12.2  |P.ti Totali:4444
1/12/2021 8:11:41 PM|Quizzame|ROUND 2|Domanda 9 |ID:13439  |Corretta:D  |Keypad:16 |Nome:Thirsty Camels  |Tasto:B  |Secondi:14.99  |P.ti Domanda:-0.05  |P.ti Totali:889
1/12/2021 8:12:13 PM|Quizzame|ROUND 2|Domanda 10| ID:11423  |Corretta:D  |Keypad:6 |Nome:ETC  |Tasto:D  |Secondi:1.45  |P.ti Domanda:903  |P.ti Totali:6409
1/12/2021 8:12:13 PM|Quizzame|ROUND 2|Domanda 10| ID:11423  |Corretta:D  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:D  |Secondi:1.77  |P.ti Domanda:881  |P.ti Totali:5214
1/12/2021 8:12:13 PM|Quizzame|ROUND 2|Domanda 10| ID:11423  |Corretta:D  |Keypad:7 |Nome:GHS  |Tasto:D  |Secondi:2.31  |P.ti Domanda:845  |P.ti Totali:5277
1/12/2021 8:12:13 PM|Quizzame|ROUND 2|Domanda 10| ID:11423  |Corretta:D  |Keypad:17 |Nome:Bridgeway Boys  |Tasto:D  |Secondi:2.13  |P.ti Domanda:857  |P.ti Totali:5295
1/12/2021 8:12:14 PM|Quizzame|ROUND 2|Domanda 10| ID:11423  |Corretta:D  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:D  |Secondi:2.61  |P.ti Domanda:825  |P.ti Totali:6922
1/12/2021 8:12:16 PM|Quizzame|ROUND 2|Domanda 10| ID:11423  |Corretta:D  |Keypad:4 |Nome:Captain Mat  |Tasto:D  |Secondi:4.65  |P.ti Domanda:688  |P.ti Totali:1954
1/12/2021 8:12:18 PM|Quizzame|ROUND 2|Domanda 10 |ID:11423  |Corretta:D  |Keypad:16 |Nome:Thirsty Camels  |Tasto:E  |Secondi:6.99  |P.ti Domanda:-2.69  |P.ti Totali:889
1/12/2021 8:12:18 PM|Quizzame|ROUND 2|Domanda 10 |ID:11423  |Corretta:D  |Keypad:15 |Nome:Ale  |Tasto:B  |Secondi:7.15  |P.ti Domanda:-26.4  |P.ti Totali:2108
1/12/2021 8:13:21 PM|Quizzame|ROUND 2|Domanda 11| ID:10096  |Corretta:D  |Keypad:6 |Nome:ETC  |Tasto:D  |Secondi:1.48  |P.ti Domanda:2703  |P.ti Totali:9112
1/12/2021 8:13:22 PM|Quizzame|ROUND 2|Domanda 11 |ID:10096  |Corretta:D  |Keypad:15 |Nome:Ale  |Tasto:A  |Secondi:2.51  |P.ti Domanda:-125.2  |P.ti Totali:2082
1/12/2021 8:13:23 PM|Quizzame|ROUND 2|Domanda 11| ID:10096  |Corretta:D  |Keypad:4 |Nome:Captain Mat  |Tasto:D  |Secondi:3.09  |P.ti Domanda:2379  |P.ti Totali:4333
1/12/2021 8:13:24 PM|Quizzame|ROUND 2|Domanda 11 |ID:10096  |Corretta:D  |Keypad:10 |Nome:Menace to Sobriety  |Tasto:A  |Secondi:4.18  |P.ti Domanda:-217.2  |P.ti Totali:3830
1/12/2021 8:13:28 PM|Quizzame|ROUND 2|Domanda 11| ID:10096  |Corretta:D  |Keypad:16 |Nome:Thirsty Camels  |Tasto:D  |Secondi:7.82  |P.ti Domanda:1428  |P.ti Totali:2314
1/12/2021 8:13:28 PM|Quizzame|ROUND 2|Domanda 11 |ID:10096  |Corretta:D  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:B  |Secondi:7.94  |P.ti Domanda:-714  |P.ti Totali:6922
1/12/2021 8:13:28 PM|Quizzame|ROUND 2|Domanda 11| ID:10096  |Corretta:D  |Keypad:7 |Nome:GHS  |Tasto:D  |Secondi:8.56  |P.ti Domanda:1279  |P.ti Totali:6556
1/12/2021 8:13:29 PM|Quizzame|ROUND 2|Domanda 11| ID:10096  |Corretta:D  |Keypad:17 |Nome:Bridgeway Boys  |Tasto:D  |Secondi:9.07  |P.ti Domanda:1177  |P.ti Totali:6472
1/12/2021 8:13:34 PM|Quizzame|ROUND 2|Domanda 11 |ID:10096  |Corretta:D  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:C  |Secondi:13.92  |P.ti Domanda:-24.4  |P.ti Totali:5214
1/12/2021 8:13:35 PM|Quizzame|ROUND 2|Domanda 11 |ID:10096  |Corretta:D  |Keypad:5 |Nome:Zero for One  |Tasto:E  |Secondi:15.16  |P.ti Domanda:0  |P.ti Totali:1688
1/12/2021 8:14:31 PM|Quizzame|ROUND 2|Domanda 12| ID:76  |Corretta:C  |Keypad:6 |Nome:ETC  |Tasto:C  |Secondi:1.88  |P.ti Domanda:874  |P.ti Totali:9986
1/12/2021 8:14:31 PM|Quizzame|ROUND 2|Domanda 12| ID:76  |Corretta:C  |Keypad:15 |Nome:Ale  |Tasto:C  |Secondi:1.82  |P.ti Domanda:878  |P.ti Totali:2835
1/12/2021 8:14:31 PM|Quizzame|ROUND 2|Domanda 12| ID:76  |Corretta:C  |Keypad:10 |Nome:Menace to Sobriety  |Tasto:C  |Secondi:1.74  |P.ti Domanda:883  |P.ti Totali:4496
1/12/2021 8:14:32 PM|Quizzame|ROUND 2|Domanda 12| ID:76  |Corretta:C  |Keypad:4 |Nome:Captain Mat  |Tasto:C  |Secondi:1.83  |P.ti Domanda:877  |P.ti Totali:5210
1/12/2021 8:14:32 PM|Quizzame|ROUND 2|Domanda 12| ID:76  |Corretta:C  |Keypad:5 |Nome:Zero for One  |Tasto:C  |Secondi:1.81  |P.ti Domanda:879  |P.ti Totali:2567
1/12/2021 8:14:32 PM|Quizzame|ROUND 2|Domanda 12 |ID:76  |Corretta:C  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:A  |Secondi:2.46  |P.ti Domanda:-83.8  |P.ti Totali:5190
1/12/2021 8:14:32 PM|Quizzame|ROUND 2|Domanda 12| ID:76  |Corretta:C  |Keypad:7 |Nome:GHS  |Tasto:C  |Secondi:2.4  |P.ti Domanda:839  |P.ti Totali:7395
1/12/2021 8:14:33 PM|Quizzame|ROUND 2|Domanda 12| ID:76  |Corretta:C  |Keypad:17 |Nome:Bridgeway Boys  |Tasto:C  |Secondi:2.75  |P.ti Domanda:816  |P.ti Totali:7288
1/12/2021 8:14:33 PM|Quizzame|ROUND 2|Domanda 12| ID:76  |Corretta:C  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:C  |Secondi:3.24  |P.ti Domanda:783  |P.ti Totali:6991
1/12/2021 8:14:34 PM|Quizzame|ROUND 2|Domanda 12| ID:76  |Corretta:C  |Keypad:16 |Nome:Thirsty Camels  |Tasto:C  |Secondi:3.93  |P.ti Domanda:737  |P.ti Totali:3051
1/12/2021 8:27:21 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 1| ID:10762  |Corretta:C  |Keypad:7 |Nome:GHS  |Tasto:C  |Secondi:1.17  |P.ti Domanda:922  |P.ti Totali:922
1/12/2021 8:27:21 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 1 |ID:10762  |Corretta:C  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:D  |Secondi:1.03  |P.ti Domanda:-466  |P.ti Totali:0
1/12/2021 8:27:22 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 1| ID:10762  |Corretta:C  |Keypad:5 |Nome:Zero for One  |Tasto:C  |Secondi:1.49  |P.ti Domanda:900  |P.ti Totali:900
1/12/2021 8:27:22 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 1| ID:10762  |Corretta:C  |Keypad:6 |Nome:ETC  |Tasto:C  |Secondi:1.09  |P.ti Domanda:927  |P.ti Totali:927
1/12/2021 8:27:22 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 1| ID:10762  |Corretta:C  |Keypad:16 |Nome:Thirsty Camels  |Tasto:C  |Secondi:1.68  |P.ti Domanda:887  |P.ti Totali:887
1/12/2021 8:27:22 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 1| ID:10762  |Corretta:C  |Keypad:10 |Nome:Menace to Sobriety  |Tasto:C  |Secondi:1.74  |P.ti Domanda:883  |P.ti Totali:883
1/12/2021 8:27:22 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 1| ID:10762  |Corretta:C  |Keypad:4 |Nome:Captain Mat  |Tasto:C  |Secondi:1.71  |P.ti Domanda:885  |P.ti Totali:885
1/12/2021 8:27:22 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 1| ID:10762  |Corretta:C  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:C  |Secondi:2.1  |P.ti Domanda:859  |P.ti Totali:859
1/12/2021 8:27:22 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 1| ID:10762  |Corretta:C  |Keypad:15 |Nome:Ale  |Tasto:C  |Secondi:1.86  |P.ti Domanda:875  |P.ti Totali:875
1/12/2021 8:27:22 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 1| ID:10762  |Corretta:C  |Keypad:17 |Nome:Bridgeway Boys  |Tasto:C  |Secondi:2.02  |P.ti Domanda:865  |P.ti Totali:865
1/12/2021 8:28:03 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 2| ID:16311  |Corretta:D  |Keypad:7 |Nome:GHS  |Tasto:D  |Secondi:2.78  |P.ti Domanda:814  |P.ti Totali:1736
1/12/2021 8:28:06 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 2 |ID:16311  |Corretta:D  |Keypad:17 |Nome:Bridgeway Boys  |Tasto:A  |Secondi:5.31  |P.ti Domanda:-32.5  |P.ti Totali:865
1/12/2021 8:28:10 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 2 |ID:16311  |Corretta:D  |Keypad:5 |Nome:Zero for One  |Tasto:C  |Secondi:9.69  |P.ti Domanda:-90  |P.ti Totali:900
1/12/2021 8:28:11 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 2 |ID:16311  |Corretta:D  |Keypad:16 |Nome:Thirsty Camels  |Tasto:A  |Secondi:9.98  |P.ti Domanda:-34.2  |P.ti Totali:887
1/12/2021 8:28:12 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 2| ID:16311  |Corretta:D  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:D  |Secondi:11.68  |P.ti Domanda:217  |P.ti Totali:-249
1/12/2021 8:28:12 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 2 |ID:16311  |Corretta:D  |Keypad:4 |Nome:Captain Mat  |Tasto:B  |Secondi:11.66  |P.ti Domanda:-23  |P.ti Totali:885
1/12/2021 8:28:13 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 2 |ID:16311  |Corretta:D  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:A  |Secondi:12.06  |P.ti Domanda:-10.2  |P.ti Totali:859
1/12/2021 8:28:14 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 2 |ID:16311  |Corretta:D  |Keypad:15 |Nome:Ale  |Tasto:B  |Secondi:13.34  |P.ti Domanda:-6  |P.ti Totali:875
1/12/2021 8:29:21 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 3 |ID:17811  |Corretta:ABDCE  |Keypad:3 |Nome:Deadly Treadlies  |Tasti:AABBD  |Secondi:21.74  |P.ti Domanda:-19.6  |P.ti Totali:849
1/12/2021 8:29:21 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 3| ID:17811  |Corretta:ABDCE  |Keypad:4 |Nome:Captain Mat  |Tasti:ABDCE  |Secondi:24.89  |P.ti Domanda:13  |P.ti Totali:875
1/12/2021 8:29:21 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 3| ID:17811  |Corretta:ABDCE  |Keypad:5 |Nome:Zero for One  |Tasti:ABDCE  |Secondi:21.74  |P.ti Domanda:391  |P.ti Totali:1201
1/12/2021 8:29:21 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 3 |ID:17811  |Corretta:ABDCE  |Keypad:6 |Nome:ETC  |Tasti:A  |Secondi:24.1  |P.ti Domanda:-27  |P.ti Totali:927
1/12/2021 8:29:21 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 3| ID:17811  |Corretta:ABDCE  |Keypad:7 |Nome:GHS  |Tasti:ABDCE  |Secondi:11.96  |P.ti Domanda:1565  |P.ti Totali:3301
1/12/2021 8:29:21 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 3| ID:17811  |Corretta:ABDCE  |Keypad:12 |Nome:It'sMyBirthday!  |Tasti:ABDCE  |Secondi:17.35  |P.ti Domanda:918  |P.ti Totali:669
1/12/2021 8:29:21 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 3 |ID:17811  |Corretta:ABDCE  |Keypad:15 |Nome:Ale  |Tasti:ACBDE  |Secondi:20.79  |P.ti Domanda:-50.6  |P.ti Totali:869
1/12/2021 8:29:21 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 3 |ID:17811  |Corretta:ABDCE  |Keypad:16 |Nome:Thirsty Camels  |Tasti:ABEDC  |Secondi:14.25  |P.ti Domanda:-129  |P.ti Totali:853
1/12/2021 8:29:21 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 3 |ID:17811  |Corretta:ABDCE  |Keypad:17 |Nome:Bridgeway Boys  |Tasti:BACDE  |Secondi:19.61  |P.ti Domanda:-32.3  |P.ti Totali:832
1/12/2021 8:29:51 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 4 |ID:9720  |Corretta:C  |Keypad:15 |Nome:Ale  |Tasto:A  |Secondi:4.88  |P.ti Domanda:-33.9  |P.ti Totali:818
1/12/2021 8:29:54 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 4 |ID:9720  |Corretta:C  |Keypad:16 |Nome:Thirsty Camels  |Tasto:B  |Secondi:8  |P.ti Domanda:-23.6  |P.ti Totali:724
1/12/2021 8:29:56 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 4 |ID:9720  |Corretta:C  |Keypad:5 |Nome:Zero for One  |Tasto:A  |Secondi:9.75  |P.ti Domanda:-89  |P.ti Totali:1201
1/12/2021 8:29:56 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 4 |ID:9720  |Corretta:C  |Keypad:10 |Nome:Menace to Sobriety  |Tasto:A  |Secondi:9.99  |P.ti Domanda:-34  |P.ti Totali:883
1/12/2021 8:29:58 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 4 |ID:9720  |Corretta:C  |Keypad:17 |Nome:Bridgeway Boys  |Tasto:D  |Secondi:11.67  |P.ti Domanda:-11.5  |P.ti Totali:800
1/12/2021 8:29:59 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 4 |ID:9720  |Corretta:C  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:E  |Secondi:12.72  |P.ti Domanda:-16  |P.ti Totali:829
1/12/2021 8:30:01 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 4 |ID:9720  |Corretta:C  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:B  |Secondi:15.16  |P.ti Domanda:0  |P.ti Totali:669
1/12/2021 8:30:43 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 5| ID:9117  |Corretta:C  |Keypad:6 |Nome:ETC  |Tasto:C  |Secondi:1.28  |P.ti Domanda:2743  |P.ti Totali:3643
1/12/2021 8:30:44 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 5| ID:9117  |Corretta:C  |Keypad:5 |Nome:Zero for One  |Tasto:C  |Secondi:1.41  |P.ti Domanda:2717  |P.ti Totali:3829
1/12/2021 8:30:44 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 5| ID:9117  |Corretta:C  |Keypad:16 |Nome:Thirsty Camels  |Tasto:C  |Secondi:1.57  |P.ti Domanda:2684  |P.ti Totali:3384
1/12/2021 8:30:44 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 5| ID:9117  |Corretta:C  |Keypad:4 |Nome:Captain Mat  |Tasto:C  |Secondi:1.81  |P.ti Domanda:2636  |P.ti Totali:3511
1/12/2021 8:30:44 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 5| ID:9117  |Corretta:C  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:C  |Secondi:1.77  |P.ti Domanda:2644  |P.ti Totali:3457
1/12/2021 8:30:44 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 5| ID:9117  |Corretta:C  |Keypad:17 |Nome:Bridgeway Boys  |Tasto:C  |Secondi:2.19  |P.ti Domanda:2560  |P.ti Totali:3348
1/12/2021 8:30:44 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 5| ID:9117  |Corretta:C  |Keypad:7 |Nome:GHS  |Tasto:C  |Secondi:2.23  |P.ti Domanda:2552  |P.ti Totali:5853
1/12/2021 8:30:46 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 5| ID:9117  |Corretta:C  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:C  |Secondi:3.7  |P.ti Domanda:2256  |P.ti Totali:2925
1/12/2021 8:30:46 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 5 |ID:9117  |Corretta:C  |Keypad:15 |Nome:Ale  |Tasto:A  |Secondi:3.87  |P.ti Domanda:-111.7  |P.ti Totali:784
1/12/2021 8:30:57 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 5 |ID:9117  |Corretta:C  |Keypad:10 |Nome:Menace to Sobriety  |Tasto:C  |Secondi:15.2  |P.ti Domanda:0  |P.ti Totali:849
1/12/2021 8:31:59 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 6| ID:10793  |Corretta:A  |Keypad:5 |Nome:Zero for One  |Tasto:A  |Secondi:0.93  |P.ti Domanda:2813  |P.ti Totali:6642
1/12/2021 8:31:59 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 6| ID:10793  |Corretta:A  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:A  |Secondi:0.88  |P.ti Domanda:2823  |P.ti Totali:5748
1/12/2021 8:31:59 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 6| ID:10793  |Corretta:A  |Keypad:6 |Nome:ETC  |Tasto:A  |Secondi:0.99  |P.ti Domanda:2801  |P.ti Totali:6444
1/12/2021 8:32:00 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 6| ID:10793  |Corretta:A  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:A  |Secondi:2.09  |P.ti Domanda:2580  |P.ti Totali:6037
